SKU,Review 1,Review 2,Review 3,Review 4,Review 5,Review 6,Review 7,Review 8

5465502 ,"('I love this laptop it light and easy to use, we have always had apple products and used the iMac and MacBook Pro before this purchase, I was skeptical at first because I was so used to a MacBook Pro and iMac desktop I wasn’t sure how I would like something so small. I love it! It’s very convenient not heavy to carry and buying a case to put on it made it really cute. I’ve never had any problems with it.', 'With the purchase of my Mac Air, I’m in sync with my iPhone & iPad & loving it! It is making my life much easier being able to use my Apple products interchangeably, for the most part. Thank you Best Buy!', 'this is the perfect mac. it has everything you need packed inside the box. I recommend this to anyone who is a first time mac buyer.', 'I love it. For it being the cheapest version of the MacBook line it’s an amazing computer. All around great', 'Great and working with my editing my photos, i love its.', 'I love this MacBook, it’s exactly what I wanted. I can write my essays with no problem, and I don’t need to purchase Microsoft word.', 'The MacBook Air functions well above expectations. I was not impressed with the large dent and scratch located on it base. Would have returned but was in desperate need for this tool for my new job. No time to replace. Highly recommend Apple products, but more care needs to be put into quality control before item is packed for shipment. It is evident that the casing was damage before being packed for shipping. I purchased this at the store. Box showed no signs of damage whatsoever.', '')"
5998701 ,"(""This is the first Mac that I have used. I have only ever had a Lenovo and was skeptical to switch to apple despite having all other apple devices. I wasn't sure if I wanted to take the chance on hating it (since its so expensive) just to have the added perks of all of my devices connecting together. However, after hearing enough good reviews from friends I decided to switch and it was the best decision! It is such a nice computer. I love the slimness of it as well as the speed and applications. It sure is nice to have all of my devices connected together as well! I would say that the only downside is how expensive it was but I would have to say that it is worth it."", 'I bought the new 2019 macbook pro with touch bar. I have a windows 10 laptop with much higher specs but this mac never feels slow and weak in terms of performance as compared to it. Its a solid performer for everyday usage. you will never be disappointed in playing back any type of media, little video editing and some games and office work. solid machine.\n\nas this machine as only two 2 usb c ports, i bought a usb c hub to plug external monitor or normal usb drives, but hardly used it. It has got usb c charging so it can be charged with compatible charges and even power banks, perfect machine for those long drives and vacations. easily gives me 8+hrs of backup on battery in normal office products and working for office. Tight integration between apple products is another positive.\n\nmy previous 2011 mac air is still functioning like new, and hope to get few good years with this powerhouse as well.', ""I switched from using a windows laptop to buying an Apple MacBook Pro.  I researched it carefully and the advantages outweighed the disadvantages.  I was so disappointed in my last laptop purchase only 2 YEARS AGO (slow processor, laptop freezing, constantly calling Geek Squad, etc), I decided to invest in a RELIABLE laptop that had great reviews. There was a bit of a learning curve going from Windows to IOS, but that's what's getting me excited about this laptop.  It's quick and the storage is more than sufficient for home use (256gb).  So far, this is the BEST laptop purchase that is worth every penny!"", ""I've used the laptop for a week and I am blown away. Performance, screen, battery life, and build quality are all exceptional. If you have never owned a MacBook and you're looking to jump in, now is the perfect time at $1,199 or $1,399 with the discount. This is the best value MacBook for the performance you're getting in a long time. \n\nThe lower price point for the 2017 Pro looks enticing, but I would avoid it if you can. The 2019 Pro gets a bump to a quad-core processor 8th gen from the 2017's outdated 7th gen dual-core. You also get a Touch Bar and Touch ID, something you previously had to spend $500 more to get. I know some people really don't like the keyboard or Touch Bar, and I can certainly understand why. \n\nApple refreshed the butterfly keyboard (4th gen now) to make it more reliable and quieter. I find the typing experience to be unique but not my first choice.\n\nWith 8 GB of RAM and the i5, this computer blazes through all of my everyday tasks (which honestly are nothing special). Don't let the base clock 1.4 GHz fool you -- its speed varies on the task. I strongly recommend you spend the extra $200 and bump up to the 256 GB model. 128 GB is unacceptable in 2019, and you'll be begging for storage within a year. \n\nIf you have owned a Pro in the past, you know what to expect here. Switching from Windows and with an iPhone XR, the interaction between your Apple devices is seamless. There's a bit of a learning curve with macOS, but if you're a content creator or just someone who is looking for a premium laptop experience, this is the way to go. Great job Apple!"", 'It is a great personal computer. Went with the touch bar and 256gb because it was on sale. Definitely go with more storage because nowadays to back up your phone you will need at least 128gb. The color displays are great and the machine can run multiple apps at once without a hitch.  The USB attachment is sold separately though I feel that for the price it should have been included because the attachment is not cheap and you need it since there is nowhere to plug in you phone or iPad if you are a cables person but I see how they are pushing their cloud.', 'I was very nervous about purchasing a MacBook Pro since I’ve been using an HP laptop the past few years. However, since teachers use MacBooks in many schools I wanted to give it a try! I really like my Pro and highly recommend it. It’s very fast and quiet. Also, I was able to adjust very quickly to the operating system. I am very happy with my purchasing since I saved $200 during the back to school sale.', ""I have always wanted a macbook and this is everything I have ever wanted. I am going to college in a few weeks and cannot wait to use it to its potential. I plan on going for Finance, so I don't need anything super intense. It is perfect for streaming and surfing as well as spreadsheets and data. I've never noticed it being slow. I can't get enough of my new computer."", '')"
5998703 ,"('Totally in love with my MacBook Pro 2019. Easy to use and soooo fast!!!!', 'I would recommend this mackbook to anyone for their business and school work. This computer is not only easy for travels but the sound, applications and speed makes it ideal for anyone. Make sure to contact Apple if Best Buy denies you with protection. Also, I would buy a soft case to protect the outside To avoid scratches. Overall, I’m very happy with this product.', 'Just purchased this laptop to replace my ailing MacBook Air.\nWhat an upgrade!!  \nOnly gripe is that I believe that all laptops should have a larger screen without the huge upgrade in price.  It doesn\'t cost that much to make a 15"" screen (vs 13"").\nRuns smoothly right out of the box.', ""I upgraded my Mac Air to the MacBook Pro. I couldn't be happier. I am a Mac girl, and I love the new addition of the touch sign-on button. It is smaller than my Air and about the same weight. I loved the Mac Air, and I love the Pro too! I was even able to pay for a lot of it with Best Buy Points from my Best Buy credit card. Win-win!"", 'I prefer Mac to PC but everybody has a different opinion. My MacBook Pro works great. I love the Touch ID instead of putting in a password. Macs are a bit pricey but in my opinion they are worth it.', 'We were there to purchase a laptop for my daughter that will be starting college and had a great experience at your store and we even got the Best Buy credit card.', 'It was a little different from a windows computer. The bar is awesome, changes depending on what ur doing. Super fast response time', '')"
6356906 ,"('How do you provide so low prices? Bestbuy servise is greate! Tnx', 'Still adjusting from using Andriod/Windows.\n\nMonitor gets fingerprints really easy. See photo.\n\nThus far - Still good with my move to all Apple: Iphone; IPad; IWatch and now MACBook Air!!\n\n Good Good Good!!!', 'Yes... I know.... I can get a windows laptop with better specs for the same price as the MacBook Air!!!! But it\'s not a MacBook though!!!! Coming from a 2009 MacBook Pro, which still runs really fast to this day, I just couldn\'t be comfortable using a windows laptop... I\'ve tried the Acer nitro 5, Acer Predator 300, Hp envy x360 and HP spectre x360 ( which is a very awesome windows laptop by the way ) it just didn\'t feel the same.    It also didn\'t help that I\'m pretty much fully invested in the Apple Eco sys.  So far my experience with the MacBook Air is pretty awesome.... yea it\'s not as ""fast""  as the MacBook Pro but c\'mon be honest,  majority of the people getting the MacBook Pro won\'t be editing any photos or videos it\'s just going to be for basic everyday use.  Anyways it\'s pretty quick for a dual core Y series, touchpad is beyond great.... no windows laptop can ever come close. Sound is amazing for a 13 inch.   Also, it let\'s me get the newest MacBook laptop that doesn\'t have the touch bar... sorry but I just don\'t like it... imagine that thing breaking on you...call me old school I don\'t care.   So if you want to get the MacBook Pro go for it!!  but if you want to save some money, no Touch Bar  and get a MacBook that will fit majority of needs for everyday use get the MacBook air.  Oh, don\'t even worry about ""future proofing"" my ancient 2009 MacBook Pro still runs faster than some of the budget windows laptop out there... you\'ll be okay with this one.  =) I almost forgot... Best Buy will bundle match the apple promo. Buy a MacBook and get the beats studio 3 wireless for free... well the Best Buy that I went to does.', 'Lightweight, long battery life, rapid productivity no matter what application you use...everything we love about Apple.', ""I was holding on to my 2010 MacBook Pro praying it wouldn't die. After the battery died, it rendered my laptop a desktop. Eventually, the computer died. I was going to purchase another MacBook Pro, but realized I didn't need it for my average usage. I purchased the MacBook Air and I LOVE it. I'm so glad I made the change. The laptop is smaller, lightweight, and a joy use. It does what I need at speeds that still amaze me (remember, I'm coming from a 2010 MacBook Pro). This was a well appreciated purchase."", 'I have by no means been pro apple. I just recently purchased my first Mac book- and had to go out and get another one after just a week. \nIt took me a moment to understand how to beat use the book- but now I have one for home and office. \nPerfect sync to the phone I just got. \nGoing from Android Fanbase to apple was not a switch I wanted - but for the cost, performance, and out of the box function- I have switched teams. \nButtons work well, touchpad is flawless. \nHolds a steady charge. \n10/10 bought two and would buy a third if I had to.', 'I’ve always had HPs my whole life but with having an iPhone, iPad and Apple Watch I figured it was time I joined the MacBook family. It’s definitely a lot to learn but I love it so far. It’s so sleek, lightweight and easy to tote around. Our salesperson was amazing and offered us plenty of options. We got a great deal on ours ($250 off) because the box was damaged and they couldn’t sell it on the floor at regular price.', '')"
6356927 ,"('Easy to set up. Easy to use. Music sounds great on it. Picked up a cool hard case to protect it.', 'Very light weight and portable specially since I’m a student. Very easy to use even though this is my first MacBook ever, always had Hp and Dell.', ""I've used MacBooks as my work computer for years now and finally made the decision to buy one for my personal use. Just like all of my other Apple products, I'll never go back to something non-Apple. I've had numerous HP laptops and all of them crashed within a year. This is the most solid laptop I've ever had and I absolutely love it. For those wondering: it handles Adobe Creative Cloud just as well as my work MacBook pro."", 'The Apple - MacBook Air 13.3"" Laptop with Touch ID - Intel Core i5 - 8GB Memory - 128GB Solid State Drive (Latest Model) - is the best laptop for most users. It has a crisp display and is quite fast. I added Microsoft office for MAC and Norton Security. \nIf you are a gamer or a graphic artist you may want to purchase a laptop or even a desktop with more fire power for your applications.\nThe rest of us enjoy long battery life, sharp images and a fast processor for most routine tasks.', 'This MacBook Air is a good computer. That’s all it is though - Good. The 2019 MacBook Air is just a general refresh of the 2018 Model with a few key differences. The first difference is True Tone display. It’s a technology that’s nice to have but it isn’t essential. Truth be told, you’re not missing too much here so if you opt for last years model which should be cheaper now, you’re ok. The last change is with the keyboard. Apple has once again tweaked the keyboard for better ingress protection to prevent any keyboard issues. So far I’ve had none, but we will see how this goes long term. \n\nEverything else remains the same - the processor, GPU, Configurations and all of that. This is not a bad thing though. This computer is great at day to day tasks and is super fast. It can handle multiple tasks at once and has the smoothness that MacOS is known for - you click it and it’s there. \n\nNeedless to say, this machine would be great for students and light to medium users. The battery life is great and general performance is good, but power users should look to the MacBook Pro. Video editing and heavy photoshop can be ehhh with the iGPU. Of course, you do have external solutions, if the i5 is sufficient for you. \n\nOverall, it’s a great computer. I didn’t have a good experience with it due to some hardware issues but I can wholeheartedly say it’s a great product. It’s also good on the earth, too as it is made out of 100% recycled aluminum.', ""Went and got this with my girlfriend since she was starting grad school.  She never had an Apple computer and was a little hesitant.  Day one she was saying she didn't know if she wanted to keep it.  Then by day two she said she was definitely going to keep it.\n\nI love Apple's quality and ecosystem, but I always have gripes about the price of their products compared to similarly spec'd machines."", 'I bought this laptop because I already own several Apple products, and I’m enrolled full time in school - I want to be as digital as possible so I thought Apple would be the way to go. \n\nI was blown away by how easy set up was, and how easy it is to do things on this computer. Typically I’m someone who buys a bluetooth mouse and all sorts of accessories for my computers, but I honestly haven’t even had a desire to with this MacBook Air. It’s amazing.\n\nBattery life is out of this world, and screen brightness is spectacular, even outdoors. I really don’t have any complaints.', '')"
6356932 ,"('I’m still trying to figure it out cause it’s so amazing and there’s so much stuff to do! I got it in Best Buy for a cheaper price so I’m very happy about it.', 'Amazing laptop. Ive been wanting a mac for a while now and its worth every penny! Very fast and efficient.', 'Everything I expected !  Works great , fast ! I love it !', 'Works fine service was great thanks bust buy.. thanks', 'Great I love it almost all my gadgets are Apple ok', ""Very helpful in working, it's so thin like me haha\nI love apple macbook i love best buy"", 'My daughter absolutely loves this laptop. It has everything she needs and more. Very happy with my purchase', '')"
6356923 ,"('Wow. I cannot get over how ridiculously thin, light, yet powerful this device is. I’ve used quite a bit of mac’s, but never an Air. I won’t ever look back. The battery benefit and portability truly makes this apple’s best laptop!', ""This is a good choice for people like me who need a computer for everyday needs.  I am able to run several browser windows, three bible software programs, and Microsoft Word at the same time without any slowdowns.  It is not a Macbook Pro in which I don't need it to be.  I have in the previously used Macbook 12 and Lenovo Thinkpad, this is by far my favorite."", ""I have both the MacBook Pro with Touch Bar and this MacBook Air. Comparatively, I think this MacBook is great in terms of price and performance. I wouldn't recommend spending more on the Pro unless you intend on using it for photo editing or anything that really requires the performance of the Pro. The air is great for everyday use, students, and work. Highly recommend."", 'Great computer, I purchased this one because they discontinued the 12” MacBooks. I was waiting for an upgrade to them until I found out Apple did away with them entirely. But this one has better insides and ultimately can do the same stuff, just a little quicker. :)', 'Quicker, thinner, better graphics, the perfect upgrade from an earlier MacBook. Decided to upgrade from a similar model that was 5 years old. Everything about this machine is 1000% better from the previous machine I had. And thinner and lighter on top of it!', 'I’ve had this laptop for a few weeks now and it boots up quickly and allows me to handle quick projects such as academic papers for school, research, etc. It’s super light and fits everywhere I go! If you have a newer Samsung TV you can live stream wirelessly from the laptop!!! This is awesome!!!', 'In this MacBook, you’ll find the best option for a student. \nFirst, you have the excellent Apple ”ecosystem” that connects everything together, and using my iPad as a second screen is awesome.  \nA little bit pricier than other laptops with the same specs but better built lasts longer.  \nLastly, great battery (9 hours) and super light to carry around all day.', '')"
6356930 ,"(""My first MacBook Air was one I purchased used in 2013. It still works fine, but I noticed I could not install Mohave, the latest Mac OS.  The Apple rep at Best Buy informed me that this was because it was a 2011 model, and Mohave will not install on machines made before 2012 (BTW, in most of the PCs's I've owned, the hard drive dies after three years, and even if you replace it, most of the PCs I've owned will quit working after about 5). The Apple rep said that this meant the latest security updates would no longer be installed. SO, I decided to break down and buy this model. It uses USB-C ports so if you have accessories like thumb drives, you will need to get an adapter to plug them in, which I got. Setting up the new Mac was a synch- I had used Time Machine to back up my old Mac, so I plugged in my portable hard drive that had Time Machine in, and everything was installed like it was on my old Mac, including the background pic."", ""I'm a software engineer, just switched from 2015 macbook pro. \n\nI didn't choose new macbook pro because I really can't convince myself paying $1k+ for a laptop even without a physical 'esc' key. This macbook air has all the classic physical keys on the keyboard, got rid of the useless touch bar, and have a handy poower button integrated with touch id. Not to mention it is much cooler than a macbook pro under normal usage. That's exactly what I need!\n\nI've been using it for a whole day, it can definitely last for over 7 hours, never felt the annoying heat from the aluminum palm rest, 5 stars!"", 'I have had a Mac Air for 8 years and finally there were enough changes to make it worth upgrading.  I still think it is the best one around. Does everything I need and great for traveling.', ""I bought it for my daughter who's in college. She loves it. She said it's so light so it's not a problem that she has to bring it everyday to school. Great quality, as always!"", ""Pros: very good form factor and of course Mac OS and it's stability(Boo Windows 10 updates). Longish battery life.\nCons: Gets hot and loud when few apps are open including like garage band. Slower SSD than previous generation."", 'Had an early 2011 MacBook Pro, and it was on its last legs. I think I had forgotten what it was like to have a computer that: worked fast, didnt need to be plugged into power constantly, and could run multiple apps/webpages/documents all open at the same time.', ""Have owned PC's my entire life and this is my first MacBook purchase - wish I did it years sooner! Ample storage, high speed, incredible phone pairing, truly advanced technology.  Highly pleased with my purchase!"", '')"
6356937 ,"('Love the latest MacBook Air!  It’s much faster and brighter screen.', 'I Love my New MAC Book Pro. It’s extremely a Very Great Laptop. I am able to a navigate through any Area easily. Also, a great Convenient size Laptop to fit in smaller bags to travel with.', 'I am happily pleased with my new laptop. It is beautiful and powerful at the same time. Fast and lightweight.', ""I am in college and needed a great dependable laptop. I needed something with alot of memory, able to hold pictures and just be able to do my class work easily as possible. This macbook was the answer. I posted on fb so friends could give me suggestions and a close friend of mine told me a mac was a must have! She was right! I could have gotten something else with more whistles ie touch screen or a 2 in 1 but it wouldn't have been as durable as this macbook!!! I learned that from experience. Thank you apple for a wonderful product. The agent at best buy was also great and very knowledgeable about all the Macs. I would suggest this to anyone. Many people are put off by the price but this macbook is worth it as I can do my work with ease."", 'Have wanted to buy the MacBook Air for the last year or so.  Finally made the decision to retire my 2007 17"" MacBook Pro which has been super reliable for all these years.  What really pushed me to make the decision was the weight of the Pro which was about six and a half pounds.  I travel a lot and the weight was literally killing me even with a small carry-on with wheels.  We did a migration of everything on my old Pro onto the new Air.  It took about eight hours since we used a wifi connection to do it.  But everything transferred perfectly onto the new Air.  Macs are so amazing.  I can\'t imagine trying to do this with anything but a Mac.  The new Air is so light-weight and everything about it is top-notch.  So glad I made the change.  Would recommend this Air to anyone that is looking for something a bit smaller and yet is so reliable.  It has a really nice keyboard, great display and well, it\'s a Mac, what can I say.  Once you get used to a Mac, it\'s pretty much impossible to go to even a ChromeBook which I tried for a few months.  I just couldn\'t do it.  Also, the sales rep that helped us make the purchase was excellent.  He did as good a job selling the Mac as an official Apple store employee.  He took his time with us and we really appreciate the level of service and the time invested before our purchase.  All around great service and great product.', ""I am so delighted that Best Buy is an authorized Apple Dealer.  I called Apple and they told me that when I buy from Best Buy it is totally transparent to them.  I purchased Apple Care from Best Buy and that means I am entitled to use the Geek Squad or I can call Apple for support.  That's 2 for 1 in my opinion. Thank you Apple and Thank you Best Buy!"", 'We own MacBook since 2012 and never looked back, our household have iMac and MacBook Pro and MacBook Air. My wife have MacBook Air 2015 and it works flawless only downside now it’s the storage so we decided to give a try to new MacBook Air 2019 with Touch ID and 256 gb storage. My wife loved the look and feeling. And the next day she opened the MacBook and run some basic office and some Instagram and then the fan started to kick in so it got very hot. So she was scared because it was so hot and she doesn’t wanted it so My suggestion is make sure run basic applications when you purchase it and check it in few days, but my wife’s MacBook was hot in first day so I guess it was factory or some internal issue. Just keep in mind. Other than heat it’s a great MacBook. Hopefully in the near future they make it better with heat problem. Thank you', '')"
5998700 ,"('Even the most novice computer user can find comfort in the Apple MacBook its just a perfect computer and I love the warranty and built in virus protection that simply other laptops cannot match.', 'I have loved having this Mac book pro. Although the last several weeks there has been lines going across the screen occasionally and sometimes my documents will pull up all discolored and fuzzy.   I will call Best Buy to see what is happening with it. Hopefully an easy fix.', 'I love it! Easy to adapt. I really needed to upgrade my laptop and I don’t regret it. Really useful for school', 'Best quality,long lasting battery and high performance.', 'This is my first MacBook Pro and I’m not disappointed, this is a very powerful laptop!!', 'Totally fast and fun to use! Touch bar seems not needed but is actually use for for editing and short cuts.. batt life will\nLast you al day.', 'Works great most of the time. Already having keyboard and software issues. Been on the phone with Apple and have to make an appointment. Key caps are manufactured with defects the U key has a bump in it and you can see the light coming through from underneath.  “see photo” and sticking delete key. Computer also won’t update apps and software. Over a decade with Apple products. Pretty disappointed and hoping to get this resolved. Only 3 weeks old.', '')"
